ID;Raison Sociale;Activité;Adresse;Localisation;Coordinates;CODE POSTAL;Secteur géographique;Responsable de l'entreprise;Téléphone entreprise;Téléphone Portable;Mail;Site internet de l'entreprise;Logo
ENT-0064;Centre E.Leclerc ;Grande surface alimentaire (supermarché);1400 Route de Moissac 82100 Castelsarrasin ;Centre E.Leclerc  1400 Route de Moissac 82100 Castelsarrasin ;44.0642746,1.0974081;82100;CASTELSARRASIN;Mme. Béatrice Albinet ;05 63 32 78 00 ;05 63 32 78 00;balbinet@leclerc-sodiart.com;https://www.e.leclerc/mag/e-leclerc-castelsarrasin;https://s7e5a.scene7.com/is/image/gtinternet/1658306730407?scl=1&op_sharpen=1&resmode=bilin&fmt=pjpeg&qlt=85&wid=1900&fit=fit,1&hei=583
ENT-0065;Géant Casino ;Grande surface alimentaire (supermarché);2 Boulevard du Quercy 82200 Moissac ;Géant Casino  2 Boulevard du Quercy 82200 Moissac ;44.105404,1.0920162;82200;MOISSAC;;05 63 04 89 00 ;;;https://magasins.supercasino.fr/supermarche/moissac/CS590;https://fr.wikipedia.org/wiki/Fichier:Logo-Geant-Casino-2015.png
ENT-0066;Centre Leclerc ;Grande surface alimentaire (supermarché);230 Rue de l' Abbaye 82000 Montauban ;Centre Leclerc  230 Rue de l' Abbaye 82000 Montauban ;44.0124204,1.3532814;82000;MONTAUBAN;;05 63 63 62 66;;;https://www.e.leclerc/mag/e-leclerc-sapiac;https://th.bing.com/th/id/OIP.Y5Wv4b_T0SuPjUh0IQkhQwHaHa?pid=ImgDet&w=1701&h=1701&rs=1
ENT-0067;Intermarché EXPRESS Moissac ;Grande surface alimentaire (supermarché);24 Rue de la République 82200 Moissac ;Intermarché EXPRESS Moissac  24 Rue de la République 82200 Moissac ;44.10396069999999,1.0846878;82200;MOISSAC;;05 63 04 00 55 ;;;https://www.intermarche.com/magasins/06823/moissac-82200/infos-pratiques?srsltid=AfmBOorch_D4JVlglEq9Q_LMBRjmN8KSpNY--nWkdfcd6W05KhHjxZ7k;https://www.marathon-bressedombes.fr/wp-content/uploads/2014/11/logo-intermarch%C3%A9-300x300.png
ENT-0068;Carrefour City ;Grande surface alimentaire (supermarché);3 place lalaque 82000 Montauban ;Carrefour City  3 place lalaque 82000 Montauban ;44.0162994,1.3453049;82000;MONTAUBAN;;05 63 91 85 60;;;https://www.carrefour.fr/magasin/city-montauban-lalaque;https://static-cms.carrefour.fr/sites/default/files/2024-06/city_0.png?itok=SC5Z72U4
ENT-0069;Lidl ;Grande surface alimentaire (supermarché);330 Avenue de Paris 82000 Montauban;Lidl  330 Avenue de Paris 82000 Montauban;44.0319718,1.3751864;82000;MONTAUBAN;;0 800 90 03 43 ;;;https://www.lidl.fr/s/fr-FR/supermarches/montauban/avenue-de-paris-330/?srsltid=AfmBOoqewTKKOJ-9RU_KI85pvfmOsSsuY5Ucxti5JnrGV8P1fujtr_QA;https://upload.wikimedia.org/wikipedia/commons/1/1d/Lidl_logo.png?utm_source=fr.wikipedia.org&utm_campaign=index&utm_content=original
ENT-0070;À travers champs;Grande surface alimentaire (supermarché);365 Avenue de la Gimone 82500 Beaumont-de-Lomagne;À travers champs 365 Avenue de la Gimone 82500 Beaumont-de-Lomagne;43.8783182,0.9876591;82500;BEAUMONT DE LOMAGNE;; 06 10 09 08 19 ;;;https://atraverschamps82.fr/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRttmT7NKbh1jFdtUDT5V44z4MWLr1qj7xbd4a7-6mmw&s
ENT-0071;E.Leclerc Montauban ;Grande surface alimentaire (supermarché);445 Route du Nord 82000 Montauban ;E.Leclerc Montauban  445 Route du Nord 82000 Montauban ;44.0388289,1.3815385;82000;MONTAUBAN;;05 63 66 03 00 ;;;https://www.e.leclerc/mag/e-leclerc-aussonne;https://th.bing.com/th/id/OIP.Y5Wv4b_T0SuPjUh0IQkhQwHaHa?pid=ImgDet&w=1701&h=1701&rs=1
ENT-0072;SPAR ;Grande surface alimentaire (supermarché);52 Avenue Charles de Gaulle 82000 Montauban ;SPAR  52 Avenue Charles de Gaulle 82000 Montauban ;44.0093889,1.3682323;82000;MONTAUBAN;;05 63 03 12 87 ;;;https://www.spar.fr/;https://www.pagesjaunes.fr/media/agc/18/a2/b2/00/00/96/37/98/cd/ba/62bc18a2b20000963798cdba/62bc18a2b20000963798cdbb.png
ENT-0073;Lidl ;Grande surface alimentaire (supermarché);52 avenue du Chasselas 82200 Moissac ;Lidl  52 avenue du Chasselas 82200 Moissac ;44.1089136,1.1025292;82200;MOISSAC;;0 800 90 03 43 ;;;https://www.lidl.fr/;https://dirigeants-entreprise.com/content/uploads/Lidl-Logo.svg_-1000x1000.png
ENT-0074;Auchan ;Grande surface alimentaire (supermarché);785 avenue Jean Moulin 82000 Montauban ;Auchan  785 avenue Jean Moulin 82000 Montauban ;44.0294737,1.3698142;82000;MONTAUBAN;;05 63 92 01 90;;;https://www.auchan.fr/magasins/hypermarche/montauban/s-83;https://api.sniptech.com/static/public/sniptech-prd-542152-cdn-bucket/6ea0f768-e870-4a15-94c1-79256efb2a10_giftcard_image.webp
ENT-0075;Carrefour City ;Grande surface alimentaire (supermarché);8 Rue Jean Monnet 82000 Montauban ;Carrefour City  8 Rue Jean Monnet 82000 Montauban ;44.01935659999999,1.3559806;82000;MONTAUBAN;;05 63 20 89 66;;;https://www.carrefour.fr/magasin/city-montauban-monnet;https://d1ralsognjng37.cloudfront.net/74b7d5ed-eada-44ec-893d-15bf21b2010c.jpeg
ENT-0076;Intermarché HYPER Moissac et Drive ;Grande surface alimentaire (supermarché);805 route de La Mégère 82200 Moissac ;Intermarché HYPER Moissac et Drive  805 route de La Mégère 82200 Moissac ;44.1194953,1.1204063;82200;MOISSAC;;06 63 29 92 92;;;https://www.intermarche.com/magasin;https://yt3.googleusercontent.com/ytc/AIdro_loB1n7AGkj6anQmBu1AjB3vpBz-JKmw0tP48BPqywo_A=s900-c-k-c0x00ffffff-no-rj
ENT-0077;Leader Price Montauban;Grande surface alimentaire (supermarché);993 Rue de l'Abbaye 82000 Montauban ;Leader Price Montauban 993 Rue de l'Abbaye 82000 Montauban ;44.0060247,1.3564895;82000;MONTAUBAN;;05 63 66 90 92 ;;;https://leclubleaderprice.fr/;https://fr.wikipedia.org/wiki/Leader_Price
ENT-0078;Leader Price Castelsarrasin;Grande surface alimentaire (supermarché);Artel Est 82100 Castelsarrasin ;Leader Price Castelsarrasin Artel Est 82100 Castelsarrasin ;44.0652958,1.0993903;82100;CASTELSARRASIN;;05 63 32 29 30;;;https://www.leaderprice.fr/nos-magasins?id=5963;https://www.lesbonsfaiseurs.com/uploads/Les_Bons_Faiseurs_Leader_Price_833x550.jpg
ENT-0079;Carrefour Contact ;Grande surface alimentaire (supermarché);Chemin de Castelmayran 82210 Saint-Nicolas de la grave ;Carrefour Contact  Chemin de Castelmayran 82210 Saint-Nicolas de la grave ;44.0486703,1.0216677;82210;SAINT NICOLAS DE LA GRAVE;;05 63 95 92 23;;;https://www.carrefour.fr/;https://www.bayonneshopping.com/wp-content/uploads/2019/04/carrefour-contact-logo.jpg
ENT-0080;Jour 2 Marché J2M;Grande surface alimentaire (supermarché);Futuropole 161 Chem. de Baillot 82000 Montauban;Jour 2 Marché J2M Futuropole 161 Chem. de Baillot 82000 Montauban;44.035122,1.3842495;82000;MONTAUBAN;;05 63 67 98 93;;;https://www.j2m.fr/;https://tse2.mm.bing.net/th/id/OIP.H5FHUa0pZ8DOHXkh-_xOfQAAAA?r=0&rs=1&pid=ImgDetMain&o=7&rm=3
ENT-0081;Intermarché SUPER ;Grande surface alimentaire (supermarché);Rue le Blanc 82500 Beaumont-de-Lomagne;Intermarché SUPER  Rue le Blanc 82500 Beaumont-de-Lomagne;43.8792741,0.9842154;82500;BEAUMONT DE LOMAGNE;;05 63 65 25 65;;pdv11550@mousquetaires.com;https://www.intermarche.com/magasin?utm_source=gmb;https://www.creads.com/wp-content/uploads/2021/05/nouveau-logo-intermarche.jpg
ENT-0082;Supermarché Casino ;Grande surface alimentaire (supermarché);Zone Activité Commercial de Bordevieille 82500 Beaumont-de-Lomagne;Supermarché Casino  Zone Activité Commercial de Bordevieille 82500 Beaumont-de-Lomagne;43.888615,1.005304;82500;BEAUMONT DE LOMAGNE;; 05 63 68 43 00;;pdv11550@mousquetaires.com;https://www.supercasino.fr/;https://tse4.mm.bing.net/th/id/OIP.CNaYrZswcbCJNCg-HdVBPwAAAA?r=0&rs=1&pid=ImgDetMain&o=7&rm=3
ENT-0083;Picard ;Grande surface alimentaire (supermarché);Zone activite commercial de l'Artel 82100 Castelsarrasin ;Picard  Zone activite commercial de l'Artel 82100 Castelsarrasin ;44.0652958,1.0993903;82100;CASTELSARRASIN;Mme. Tilly Dominique;  05 63 39 72 35;06 22 19 00 67 ;domtilly@yahoo.fr;https://magasins.picard.fr/182-picard-castelsarrasin?utm_source=gmb;https://officieldelafranchise.fr/wp-content/uploads/site/3/logo_picard_bleusignature_d.png
ENT-0084;Intermarché SUPER Castelsarrasin et drive ;Grande surface alimentaire (supermarché);Zone industrielle Barraouet 82100 Castelsarrasin ;Intermarché SUPER Castelsarrasin et drive  Zone industrielle Barraouet 82100 Castelsarrasin ;44.039889,1.107132;82100;CASTELSARRASIN;M. Jean-Louis Garrigues;05 63 95 05 95;06 74 09 09 68;pdv11872@mousquetaires.com;https://www.intermarche.com/magasin?utm_source=gmb;https://d9m1iyeq935g9.cloudfront.net/intermarchemarcel20151437135095.png
ENT-0085;Weldom;Grande surface de bricolage;129 Avenue  du Quercy 82500 Beaumont-de-Lomagne;Weldom 129 Avenue  du Quercy 82500 Beaumont-de-Lomagne;43.8853777,0.9953626999999999;82500;BEAUMONT DE LOMAGNE;;; 05 49 98 20 30;;https://www.weldom.fr/magasin/235;https://franchise-weldom.fr/wp-content/uploads/2021/09/Logo-weldom.png
ENT-0086;Cash piscine ;Grande surface de bricolage;40 Route de Saint-Martial 82000 Montauban;Cash piscine  40 Route de Saint-Martial 82000 Montauban;44.0061261,1.384385;82000;MONTAUBAN;;;;montauban@cash-piscines.com;https://www.cash-piscines.com/?regionId=U1cjY3Btb250YXViYW4%3D&whitelabelSeller=cpmontauban;https://www.guide-piscine.fr/medias/image/NEW-LOGO-CASHPISCINES-page1-26368-1200-630.jpg
ENT-0087;Leroymerlin;Grande surface de bricolage;400 Boulevard d Occitanie 82000 Montauban;Leroymerlin 400 Boulevard d Occitanie 82000 Montauban;44.04419499999999,1.3848129;82000;MONTAUBAN;;;;montauban.pro@leroymerlin.fr;https://www.leroymerlin.fr › magasins › montauban.html;https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/5f/fb/98/5ffb9869-c1ce-82d4-5b75-501281ff669b/AppIcon-0-0-1x_U007epad-0-11-0-85-220.png/1200x630wa.png
ENT-0088;Brico dépôt ;Grande surface de bricolage;403 Route du Nord 82000 Montauban;Brico dépôt  403 Route du Nord 82000 Montauban;44.0397752,1.3816704;82000;MONTAUBAN;;05 63 93 30 00;;contact@contact.bricodepot.com;http://www.bricodepot.fr/montauban;https://vectorseek.com/wp-content/uploads/2023/04/Brico-Depot-Logo-Vector-730x730.jpg
ENT-0089;Costes vertes;Grande surface de bricolage;538 Route de la Mégère 82200 Moissac;Costes vertes 538 Route de la Mégère 82200 Moissac;44.11742,1.1181771;82200;MOISSAC;;;;contact@costes-motoculture.fr;http://costesvertsloisirs.fr;https://costesvertsloisirs.fr/img/cms/LOGO%20COSTES%20VL.jpg
ENT-0090;Bricoman ;Grande surface de bricolage;Centre Commercial Espace 31150 Fenouillet;Bricoman  Centre Commercial Espace 31150 Fenouillet;43.679151,1.392018;31150;FENOUILLET;;;;fenouillet@bricoman.fr;https://www.tecnomat.fr/;https://img.batiweb.com/repo-images/supplier/5820995/bricoman-logo2020.jpg
ENT-0091;Gamm vert;Grande surface de bricolage;routete d'Auch 82500 Beaumont-de-Lomagne;Gamm vert routete d'Auch 82500 Beaumont-de-Lomagne;43.8751048,0.9813482;82500;BEAUMONT DE LOMAGNE;;;05 63 64 95 71;;https://magasin.gammvert.fr/1780-gamm-vert-de-beaumont-de-lomagne;https://tout-stmax.com/wp-content/uploads/2014/07/gammvert-saint-maximin.jpg
ENT-0092;Rural Master;Grande surface de bricolage;Rue des Pommes 82200 Moissac;Rural Master Rue des Pommes 82200 Moissac;44.1099994,1.111054;82000;MONTAUBAN;;;;moissac@ruralmaster.fr;https://www.ruralmaster.fr › ;https://www.ruralmaster.fr/moissac/img/moissac-logo-161234232659.jpg
ENT-0093;Costes Verts Loisirs Beaumont de Lomagne;Grande surface de bricolage;Zone d Activité Commercial DE BORDE VIEILLE 82500 Beaumont-de-Lomagne;Costes Verts Loisirs Beaumont de Lomagne Zone d Activité Commercial DE BORDE VIEILLE 82500 Beaumont-de-Lomagne;43.888615,1.005304;82500;BEAUMONT DE LOMAGNE;;;05 63 26 41 27;costes.beaumont@wanadoo.fr;https:/costesvertloisirs.fr;https://www.verts-loisirs.fr/media/magedelight/storepickup/storeinfo/image/store/01-COSTES-2011.gif
ENT-0094;E. Leclerc Brico;Grande surface de bricolage;Zone d'activité du barraouet sud 82100 Castelsarrasin;E. Leclerc Brico Zone d'activité du barraouet sud 82100 Castelsarrasin;44.039889,1.107132;82100;CASTELSARRASIN;;;05 36 28 30 30;;www.eleclerc.com;https://urlz.fr/jjaN
ENT-0095;CASH piscine;Grande surface de bricolage;Zone Industrielle du Barraouet 82100 Castelsarrasin;CASH piscine Zone Industrielle du Barraouet 82100 Castelsarrasin;44.039889,1.107132;82100;CASTELSARRASIN;;;;castelsarrasin@cash-piscine.com;www.cataloguemate.fr/cash-piscines/catalogue;https://www.guide-piscine.fr/medias/image/NEW-LOGO-CASHPISCINES-page1-26368-1200-630.jpg
ENT-0096;BRICO PRO - Comai;Grande surface de bricolage;Zone Industrielle du Barraouet 82100 Castelsarrasin;BRICO PRO - Comai Zone Industrielle du Barraouet 82100 Castelsarrasin;44.039889,1.107132;82100;CASTELSARRASIN;Mr.Beaudonnet ;;05 63 32 72 72;gely.comai@gmail.com;http://www.comai.fr;https://drive.google.com/file/d/1XPaMXN5RuYIbXFGTrFIBU-I6udpsp-mG/view?usp=share_link
ENT-0097;MR Bricolage Castelsarrasin;Grande surface de bricolage;"Zone Industrielle du Barraouet 82100 Castelsarrasin
";"MR Bricolage Castelsarrasin Zone Industrielle du Barraouet 82100 Castelsarrasin
";44.039889,1.107132;82100;CASTELSARRASIN;M. Foulon;;05 63 32 55 96;castelsarrasin@mrbricolage.fr;https://urlz.fr/jf9f;https://drive.google.com/file/d/1wRXBVUHunZWgiMQAF_bNGu-0eJQzzyuS/view?usp=share_link
ENT-0098;AU BON JARDINIER;Jardinerie, animalerie;1 bis rue de la République 82100 Montauban;AU BON JARDINIER 1 bis rue de la République 82100 Montauban;44.0158338,1.3560669;82100;CASTELSARRASIN;;05 63 32 53 13;;aubonjardinier@orange.fr;X;https://drive.google.com/file/d/1mzACtU-floCsu1guhuEWYD6WtTIvlPCx/view?usp=sharing
ENT-0099;JARDILAND MONTAUBAN SUD;Jardinerie, animalerie;1849 Avenue de l'Europe 82000 Montauban;JARDILAND MONTAUBAN SUD 1849 Avenue de l'Europe 82000 Montauban;43.9836177,1.3319583;82000;MONTAUBAN;;05 63 20 24 00;05 63 20 24 00;gesmontauban@jardiland.com;https://www.jardiland.com/magasins/magasin-montauban-sud-albasud?utm_source=GMB&utm_campaign=Multidiffusion&utm_medium=local&utm_content=203;https://drive.google.com/file/d/1cT7eFWEEq9-mby6A-y1njidP7Xzu9vDk/view?usp=sharing
ENT-0100;MAXI ZOO MONTAUBAN;Jardinerie, animalerie;1000 Rte du N, 82000 Montauban, France;MAXI ZOO MONTAUBAN 1000 Rte du N, 82000 Montauban, France;44.04296249999999,1.3886079;82000;MONTAUBAN;;05 67 25 01 04;;4184@maxizoo.com;https://www.maxizoo.fr/stores/maxi-zoo-montauban/?utm_medium=seo&utm_campaign=yext;https://lh3.googleusercontent.com/p/AF1QipORm2hwKuuNy4G1xs32ZCONq4miixTr_XS_0AXH=s680-w680-h510
ENT-0101;LES JARDINS DE MOISSAC;Jardinerie, animalerie;70 imp Les Kiwis 82200 Moissac;LES JARDINS DE MOISSAC 70 imp Les Kiwis 82200 Moissac;44.1144869,1.113942;82200;MOISSAC;;05 63 04 03 57;;jardinsdemoissac@free.fr;https://fr-fr.facebook.com/people/Les-jardins-de-Moissac/100057670500967/;https://drive.google.com/file/d/1hZ6YI2IxqM5b98kyvwoMxmJWIOc5Dk_h/view?usp=sharing
ENT-0102;JARDILAND;Jardinerie, animalerie;ALBANORD 82000 Montauban;JARDILAND ALBANORD 82000 Montauban;44.0446886,1.3798869;82000;MONTAUBAN;M.BRUTIS Thibaut;05 63 20 88 88;;;https://www.jardiland.com/magasins/magasin-montauban-sud-albasud?utm_source=GMB&utm_campaign=Multidiffusion&utm_medium=local&utm_content=203;https://drive.google.com/file/d/1cT7eFWEEq9-mby6A-y1njidP7Xzu9vDk/view?usp=sharing
ENT-0103;Micromania;Jouets; 777 Avenue Jean Moulin 82000 Montauban;Micromania  777 Avenue Jean Moulin 82000 Montauban;44.031217,1.3701123;82000;MONTAUBAN;M. Nicolas Bertrand;05 63 91 51 82;;X;https://www.micromania.fr/home?utm_source=Yext%26utm_medium%3DGMB;https://www.centre-commercial.fr/carrefour-trans-en-provence/wp-content/uploads/sites/51/2015/05/micromania__085212700_1448_27042017.jpg
ENT-0104;Maxi Toys ;Jouets;1103 Avenue henri dunant 82000 montauban;Maxi Toys  1103 Avenue henri dunant 82000 montauban;43.9993802,1.3542709;82000;MONTAUBAN;;05 63 20 36 27;;x;http://www.maxitoys.fr/;https://tse1.mm.bing.net/th/id/OIP.05ySvhl4qJDGzE7fiqRaqgHaHa?r=0&pid=Api&h=220&P=0
ENT-0105;YG Animations;Jouets;1681 chemins Tauge 82000 Montauban;YG Animations 1681 chemins Tauge 82000 Montauban;44.0465519,1.4103373;82000;MONTAUBAN;;05 63 63 69 90;;contact@yganimations.fr;http://www.yganimations.fr/;http://www.yganimations.fr/wa_res/images/big/logo_yg_animations_2020_vecto.png?t=
ENT-0106;JouéClub;Jouets;2 avenue Gambetta 82000 Montauban;JouéClub 2 avenue Gambetta 82000 Montauban;44.0156071,1.3575095;82000;MONTAUBAN;;05 63 63 15 67;;joueclub.montauban82@gmail.com;https://www.joueclub.fr/magasin/joueclub-montauban.html;https://tse3.mm.bing.net/th/id/OIP.AF6913n2hEKpW_vxlXxhegHaHa?r=0&pid=Api&h=220&P=0
ENT-0107;L'Atelier Chez Soi;Jouets;33 rue République 82000 Montauban;L'Atelier Chez Soi 33 rue République 82000 Montauban;44.016559,1.3542894;82000;MONTAUBAN;;06 75 24 79 33;;contact@atelierchezsoi.fr;http://www.atelierchezsoi.fr/;https://commerces.montauban.com/fileadmin/Minisites/Commerces/Logo/logo_atelier.png
ENT-0108;Troc Collections;Jouets;360 rue Pasteur Louis Lafon 82000 MONTAUBAN;Troc Collections 360 rue Pasteur Louis Lafon 82000 MONTAUBAN;44.0065081,1.3492226;82000;MONTAUBAN;;05 63 63 74 88;;;http://stores.ebay.fr/Troc-Collections;https://tse2.mm.bing.net/th/id/OIP.kmZDv_bQhm9HtZXvv14legHaGL?r=0&pid=Api&h=220&P=0
ENT-0109;King jouet;Jouets;485 Route du Nord 82000 Montauban;King jouet 485 Route du Nord 82000 Montauban;44.0403333,1.3816327;82000;MONTAUBAN;;05 63 66 18 53;;;https://www.king-jouet.com/;https://brandlogos.net/wp-content/uploads/2022/09/king_jouet-logo_brandlogos.net_ierhv-300x300.png
ENT-0110;Dans Ma Cabane;Jouets;5 rue Michelet 82000 Montauban;Dans Ma Cabane 5 rue Michelet 82000 Montauban;44.0171725,1.3548549;82000;MONTAUBAN;;05 63 03 29 81;;contact@dansmacabane.com;http://www.dansmacabane.com/;https://dansmacabane.com/wp-content/uploads/2017/01/dmclogoshadow.png
ENT-0111;Au Chapeau Enchanté;Jouets;6 rue Comédie 82000 Montauban;Au Chapeau Enchanté 6 rue Comédie 82000 Montauban;44.0186669,1.3553761;82000;MONTAUBAN;;09 80 77 10 22;;;X;https://www.pagesjaunes.fr/media/agc/crop/200x200/13/d5/92/00/00/65/f4/e3/56/4c/5fbd13d592000065f4e3564c/5fbd13d592000065f4e3564d.jpg?v=2
ENT-0112;JouéClub ;Jouets;700 Avenue de Paris 82000 Montauban;JouéClub  700 Avenue de Paris 82000 Montauban;44.0345793,1.3778628;82000;MONTAUBAN;;05 63 63 15 67;;joueclub.montauban82@gmail.com;https://www.joueclub.fr/magasin/joueclub-montauban.html;https://tse1.mm.bing.net/th/id/OIP.C6TH-8hBAp45ZjkAPbWEpQHaHZ?r=0&rs=1&pid=ImgDetMain&o=7&rm=3
ENT-0113;King jouet;Jouets;Zone Commerciale Barraouet 82100 Castelsarrasin;King jouet Zone Commerciale Barraouet 82100 Castelsarrasin;44.039889,1.107132;82100;CASTELSARRASIN;;05 63 05 13 25;;;https://www.king-jouet.com/magasins/82-tarn-et-garonne/magasin-castelsarrasin-0805.htm;https://blog.king-jouet.com/wp-content/uploads/2019/02/logo-kj-blog.png
ENT-0114;E.Leclerc Espace Culturel;Magasin culturel - Librairie; Rue de l'Abbaye 82060 Montauban;E.Leclerc Espace Culturel  Rue de l'Abbaye 82060 Montauban;44.0079979,1.3561624;82060;MONTAUBAN;; 05 63 91 59 10;;;https://www.e.leclerc/mag/e-leclerc-sapiac;https://upload.wikimedia.org/wikipedia/fr/3/3a/Logo_Espace_Culturel_Leclerc_2013.jpg
ENT-0116;E.Leclerc Espace Culturel;Magasin culturel - Librairie;1400 Route de Moissac 82100 Castelsarrasin;E.Leclerc Espace Culturel 1400 Route de Moissac 82100 Castelsarrasin;44.0642746,1.0974081;82100;CASTELSARRASIN;;"05 63 32 78 00
";;;https://www.e.leclerc/mag/e-leclerc-castelsarrasin;https://upload.wikimedia.org/wikipedia/fr/3/3a/Logo_Espace_Culturel_Leclerc_2013.jpg
ENT-0117;Librairie jeunesse Le Bateau Livre;Magasin culturel - Librairie;17 Place nationale 82000 Montauban;Librairie jeunesse Le Bateau Livre 17 Place nationale 82000 Montauban;44.017311,1.3548064;82000;MONTAUBAN;;05 63 63 40 45;;;www.librairielebateaulivre.fr;https://static.leslibraires.fr/logos/website/423/main.png
ENT-0118;La Femme Renard;Magasin culturel - Librairie;21 Rue de la République 82000 Montauban;La Femme Renard 21 Rue de la République 82000 Montauban;44.016262,1.3547984;82000;MONTAUBAN;;05 63 63 22 66;;;https://www.librairielafemmerenard.fr/;https://static.leslibraires.fr/logos/website/408/main.png
ENT-0119;"Cultura
";Magasin culturel - Librairie;315 Avenue André Jorigne Z.A.C. du Futuropôle 82000 Montauban;"Cultura
 315 Avenue André Jorigne Z.A.C. du Futuropôle 82000 Montauban";44.0372484,1.3848373;82000;MONTAUBAN;;"07 57 59 78 41
";;                       ;https://www.cultura.com/les-magasins/cultura-montauban.html;https://presse.cultura.com/bundles/fae/images/og-cultura.png
ENT-0120;E.Leclerc ;Magasin culturel - Librairie;445 Route du Nord 82000 Montauban;E.Leclerc  445 Route du Nord 82000 Montauban;44.0388289,1.3815385;82000;MONTAUBAN;;05 63 66 03 00;;;https://www.e.leclerc/mag/e-leclerc-castelsarrasin;https://upload.wikimedia.org/wikipedia/fr/3/3a/Logo_Espace_Culturel_Leclerc_2013.jpg
ENT-0121;"Baux Livres
";Magasin culturel - Librairie;7 Place nationale 82000 Montauban;"Baux Livres
 7 Place nationale 82000 Montauban";44.0178811,1.3540483;82000;MONTAUBAN;;"06 74 53 63 89
";;;X;https://www.pagesjaunes.fr/media/agc/fd/70/87/00/00/a7/2b/18/ae/b1/61cdfd70870000a72b18aeb1/61cdfd70870000a72b18aeb2.jpg
ENT-0122;Bureau Vallée Montauban - papeterie et photocopie;Magasin culturel - Librairie;745 Avenue de Paris 82000 Montauban;Bureau Vallée Montauban - papeterie et photocopie 745 Avenue de Paris 82000 Montauban;44.0359689,1.3766942;82000;MONTAUBAN;;05 63 21 13 55;;bv.montauban@bureau-vallée.fr;https://magasins.bureau-vallee.fr/;https://magasins.bureau-vallee.fr/UI/img/logo.png
ENT-0123;Sud Cuisine ;Magasin d'ameublement et de décoration;1046 Route de Moissac 82100 Castelsarrasin;Sud Cuisine  1046 Route de Moissac 82100 Castelsarrasin;44.06138319999999,1.0986251;82100;CASTELSARRASIN;;06 49 58 47 07;;;https://www.sudcuisines.fr/?utm_source=gmb;https://www.pagesjaunes.fr/media/vignette/AAABTEVPSEQN-C73000.gif
ENT-0124;Gifi Castelsarrasin;Magasin d'ameublement et de décoration;1224 route de Moissac 82100 Castelsarrasin;Gifi Castelsarrasin 1224 route de Moissac 82100 Castelsarrasin;44.0630253,1.0980776;82100;CASTELSARRASIN;Mme.SUTRA Lena;05 63 95 15 27;05 63 95 15 27;castelsarrasin@gifi.fr;https://www.gifi.fr/?utm_source=GMB&utm_medium=groupe&utm_campaign=10611;https://upload.wikimedia.org/wikipedia/commons/1/1c/Logo_gifi_2020.png
ENT-0125;Apostrophe déco Montauban;Magasin d'ameublement et de décoration;1335 route du nord 82200 Moissac;Apostrophe déco Montauban 1335 route du nord 82200 Moissac;44.10485200000001,1.08468;82000;MOISSAC;;05 63 03 26 65;;info@apostrophedeco.com;https://www.apostrophedeco.com/;https://drive.google.com/file/d/1eZi2HJwABJpSOxThzAawDvH-njA1t2c8/view?usp=share_link
ENT-0126;Maison du monde Blagnac;Magasin d'ameublement et de décoration;2 Allée Emile Zola 31700 Blagnac;Maison du monde Blagnac 2 Allée Emile Zola 31700 Blagnac;43.6455186,1.3717202;31700;BLAGNAC;;05 61 30 33 01;;contact@maisondumonde.com;https://www.maisonsdumonde.com/FR/fr/s/toulouse-blagnac-253;https://upload.wikimedia.org/wikipedia/commons/3/34/Logo_Maisons_du_Monde_FR.png
ENT-0127;STANZA;Magasin d'ameublement et de décoration;2 Rue Benjamin Franklin 82000 Montauban;STANZA 2 Rue Benjamin Franklin 82000 Montauban;44.0348625,1.369594;82000;MONTAUBAN;;05 63 63 63 63;;;;https://www.vectorkhazana.com/assets/images/products/Datsun_stanza_logo,.jpg
ENT-0128;Graine d'intérieur;Magasin d'ameublement et de décoration;31 Rue de la République 82000 Montauban;Graine d'intérieur 31 Rue de la République 82000 Montauban;44.0163986,1.3542521;82000;MONTAUBAN;;09 82 28 44 48;;;Graine D'intérieur (@grainedinterieurmontauban);https://www.maisonapart.com/images/auto/640-480-c/20070906_100839_devanture_ok.jpg
ENT-0129;Maison du monde Agen;Magasin d'ameublement et de décoration;36 Boulevard de la République 47000 AGEN;Maison du monde Agen 36 Boulevard de la République 47000 AGEN;44.2043656,0.6149023;47000;AGEN;;05 53 87 58 85;;;https://www.maisonsdumonde.com/FR/fr/magasins/agen-32;https://upload.wikimedia.org/wikipedia/commons/3/34/Logo_Maisons_du_Monde_FR.png
ENT-0130;A B&M;Magasin d'ameublement et de décoration;382 Avenue de Toulouse 82000 Montauban;A B&M 382 Avenue de Toulouse 82000 Montauban;44.00381840000001,1.340672;82000;MONTAUBAN;;05 63 63 63 63;;;https://bmstores.fr/;https://www.centre-commercial.fr/mondevillage/wp-content/uploads/sites/45/2015/01/logo-bm-242x191.png
ENT-0131;Maison du monde Fenouillet;Magasin d'ameublement et de décoration;5004 Rue des Usines 31150 Fenouillet;Maison du monde Fenouillet 5004 Rue des Usines 31150 Fenouillet;43.6894483,1.4013732;31150;FENOUILLET;;;05 61 70 13 47;contact.client@maisonsdumonde.com;https://www.maisonsdumonde.com/FR/fr;https://upload.wikimedia.org/wikipedia/commons/3/34/Logo_Maisons_du_Monde_FR.png
