ID;Raison Sociale;Activité;Adresse;Localisation;Coordinates;CODE POSTAL;Secteur géographique;Responsable de l'entreprise;Téléphone entreprise;Téléphone Portable;Mail;Site internet de l'entreprise;Logo
ENT-0070;À travers champs;Grande surface alimentaire (supermarché);365 Avenue de la Gimone 82500 Beaumont-de-Lomagne;"=CONCATENATE(A71,"" "",C71)";43.8783182,0.9876591;82500;BEAUMONT DE LOMAGNE;; 06 10 09 08 19 ;;;https://atraverschamps82.fr/;https://cdn.laetis.fr/i/lomagne/detail/https://static.apidae-tourisme.com/filestore/objets-touristiques/images/249/130/13337337-diaporama.png
ENT-0071;E.Leclerc Montauban ;Grande surface alimentaire (supermarché);445 Route du Nord 82000 Montauban ;"=CONCATENATE(A72,"" "",C72)";44.0388289,1.3815385;82000;MONTAUBAN;;05 63 66 03 00 ;;;https://www.e.leclerc/mag/e-leclerc-aussonne;https://th.bing.com/th/id/OIP.Y5Wv4b_T0SuPjUh0IQkhQwHaHa?pid=ImgDet&w=1701&h=1701&rs=1
ENT-0072;SPAR ;Grande surface alimentaire (supermarché);52 Avenue Charles de Gaulle 82000 Montauban ;"=CONCATENATE(A73,"" "",C73)";44.0093889,1.3682323;82000;MONTAUBAN;;05 63 03 12 87 ;;;https://www.spar.fr/;https://www.pagesjaunes.fr/media/agc/18/a2/b2/00/00/96/37/98/cd/ba/62bc18a2b20000963798cdba/62bc18a2b20000963798cdbb.png
ENT-0073;Lidl ;Grande surface alimentaire (supermarché);52 avenue du Chasselas 82200 Moissac ;"=CONCATENATE(A74,"" "",C74)";44.1089136,1.1025292;82200;MOISSAC;;0 800 90 03 43 ;;;https://www.lidl.fr/;https://th.bing.com/th/id/AhlGVPUMk590ylg480x360?&rs=1&pid=ImgDet
ENT-0074;Auchan ;Grande surface alimentaire (supermarché);785 avenue Jean Moulin 82000 Montauban ;"=CONCATENATE(A75,"" "",C75)";44.0294737,1.3698142;82000;MONTAUBAN;;05 63 92 01 90;;;https://www.auchan.fr/magasins/hypermarche/montauban/s-83;https://images.ladepeche.fr/api/v1/images/view/5c2ecbec3e45464ba23dff99/large/image.jpg
ENT-0075;Carrefour City ;Grande surface alimentaire (supermarché);8 Rue Jean Monnet 82000 Montauban ;"=CONCATENATE(A76,"" "",C76)";44.01935659999999,1.3559806;82000;MONTAUBAN;;05 63 20 89 66;;;https://www.carrefour.fr/magasin/city-montauban-monnet;https://d1ralsognjng37.cloudfront.net/74b7d5ed-eada-44ec-893d-15bf21b2010c.jpeg
ENT-0076;Intermarché HYPER Moissac et Drive ;Grande surface alimentaire (supermarché);805 route de La Mégère 82200 Moissac ;"=CONCATENATE(A77,"" "",C77)";44.1194953,1.1204063;82200;MOISSAC;;06 63 29 92 92;;;https://www.intermarche.com/magasin;https://www.peimg.fr/annonceurs/images/356505ts3iR5Z0sD_fb.gif
ENT-0077;Leader Price Montauban;Grande surface alimentaire (supermarché);993 Rue de l'Abbaye 82000 Montauban ;"=CONCATENATE(A78,"" "",C78)";44.0060247,1.3564895;82000;MONTAUBAN;;05 63 66 90 92 ;;;https://leclubleaderprice.fr/;https://www.pagesjaunes.fr/media/ugc/leader_price_08212100_131049808?w=225&h=300
ENT-0078;Leader Price Castelsarrasin;Grande surface alimentaire (supermarché);Artel Est 82100 Castelsarrasin ;"=CONCATENATE(A79,"" "",C79)";44.0652958,1.0993903;82100;CASTELSARRASIN;;05 63 32 29 30;;;https://www.leaderprice.fr/nos-magasins?id=5963;https://www.lesbonsfaiseurs.com/uploads/Les_Bons_Faiseurs_Leader_Price_833x550.jpg
ENT-0079;Carrefour Contact ;Grande surface alimentaire (supermarché);Chemin de Castelmayran 82210 Saint-Nicolas de la grave ;"=CONCATENATE(A80,"" "",C80)";44.0486703,1.0216677;82210;SAINT NICOLAS DE LA GRAVE;;05 63 95 92 23;;;https://www.carrefour.fr/;https://www.bayonneshopping.com/wp-content/uploads/2019/04/carrefour-contact-logo.jpg
ENT-0080;Jour 2 Marché J2M;Grande surface alimentaire (supermarché);Futuropole 161 Chem. de Baillot 82000 Montauban;"=CONCATENATE(A81,"" "",C81)";44.035122,1.3842495;82000;MONTAUBAN;;05 63 67 98 93;;;https://www.j2m.fr/;https://www.aveyronline.net/wp-content/uploads/2020/12/J2M-01.jpg
ENT-0081;Intermarché SUPER ;Grande surface alimentaire (supermarché);Rue le Blanc 82500 Beaumont-de-Lomagne;"=CONCATENATE(A82,"" "",C82)";43.8792741,0.9842154;82500;BEAUMONT DE LOMAGNE;;05 63 65 25 65;;;https://www.intermarche.com/magasin?utm_source=gmb;https://images.ctfassets.net/26cqtpvnd0cd/5ExiN3EBclh9DSDVDlCxw8/672cc153d6e747e5413aad4fb489d87b/image_52__3_.png
ENT-0082;Supermarché Casino ;Grande surface alimentaire (supermarché);Zone Activité Commercial de Bordevieille 82500 Beaumont-de-Lomagne;"=CONCATENATE(A83,"" "",C83)";43.888615,1.005304;82500;BEAUMONT DE LOMAGNE;; 05 63 68 43 00;;;https://www.supercasino.fr/;https://drive.google.com/file/d/1bJn7b-F3c7tqbQ8s6V4sPvtzUVGpwQzM/view?usp=share_link
ENT-0083;Picard ;Grande surface alimentaire (supermarché);Zone activite commercial de l'Artel 82100 Castelsarrasin ;"=CONCATENATE(A84,"" "",C84)";44.0652958,1.0993903;82100;CASTELSARRASIN;Mme. Tilly Dominique;  05 63 39 72 35;06 22 19 00 67 ;domtilly@yahoo.fr;https://magasins.picard.fr/182-picard-castelsarrasin?utm_source=gmb;https://upload.wikimedia.org/wikipedia/fr/e/e1/Logo_Picard_surgel%C3%A9s.png
ENT-0084;Intermarché SUPER Castelsarrasin et drive ;Grande surface alimentaire (supermarché);Zone industrielle Barraouet 82100 Castelsarrasin ;"=CONCATENATE(A85,"" "",C85)";44.039889,1.107132;82100;CASTELSARRASIN;M. Jean-Louis Garrigues;05 63 95 05 95;06 74 09 09 68;pdv11872@mousquetaires.com;https://www.intermarche.com/magasin?utm_source=gmb;https://images.ctfassets.net/26cqtpvnd0cd/5ExiN3EBclh9DSDVDlCxw8/672cc153d6e747e5413aad4fb489d87b/image_52__3_.png
ENT-0085;Weldom;Grande surface de bricolage;129 Avenue  du Quercy 82500 Beaumont-de-Lomagne;"=CONCATENATE(A86,"" "",C86)";43.8853777,0.9953626999999999;82500;BEAUMONT DE LOMAGNE;;; 05 49 98 20 30;;https://www.weldom.fr/magasin/235;https://drive.google.com/file/d/1KlxVh0Tm35B0sMVmOEQSccVpcfIAzHXb/view?usp=share_link
ENT-0086;Cash piscine ;Grande surface de bricolage;40 Route de Saint-Martial 82000 Montauban;"=CONCATENATE(A87,"" "",C87)";44.0061261,1.384385;82000;MONTAUBAN;;;;;https://www.cash-piscines.com/;https://www.guide-piscine.fr/medias/image/NEW-LOGO-CASHPISCINES-page1-26368-1200-630.jpg
ENT-0087;Leroymerlin;Grande surface de bricolage;400 Boulevard d Occitanie 82000 Montauban;"=CONCATENATE(A88,"" "",C88)";44.04419499999999,1.3848129;82000;MONTAUBAN;;;;;https://www.leroymerlin.fr/;https://rootelo.elocms.com/assets/images/www.agroparc.com/logoAnnuaire/3900dcd14415be40bfe23f42fd419c74.jpg
ENT-0088;Brico dépôt ;Grande surface de bricolage;403 Route du Nord 82000 Montauban;"=CONCATENATE(A89,"" "",C89)";44.0397752,1.3816704;82000;MONTAUBAN;;05 63 93 30 00;;;http://www.bricodepot.fr/montauban;https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Bricodepot.svg/1200px-Bricodepot.svg.png
ENT-0089;Costes vertes;Grande surface de bricolage;538 Route de la Mégère 82200 Moissac;"=CONCATENATE(A90,"" "",C90)";44.11742,1.1181771;82200;MOISSAC;;;;;https://costesvertsloisirs.fr/;https://www.verts-loisirs.fr/media/magedelight/storepickup/storeinfo/image/store/01-COSTES-2011.gif
ENT-0090;Bricoman ;Grande surface de bricolage;Centre Commercial Espace 31150 Fenouillet;"=CONCATENATE(A91,"" "",C91)";43.679151,1.392018;31150;FENOUILLET;;;;;https://www.bricoman.fr/;https://img.batiweb.com/repo-images/supplier/5820995/bricoman-logo2020.jpg
ENT-0091;Gamm vert;Grande surface de bricolage;routete d'Auch 82500 Beaumont-de-Lomagne;"=CONCATENATE(A92,"" "",C92)";43.8751048,0.9813482;82500;BEAUMONT DE LOMAGNE;;;05 63 64 95 71;;https://magasin.gammvert.fr/1780-gamm-vert-de-beaumont-de-lomagne;https://tout-stmax.com/wp-content/uploads/2014/07/gammvert-saint-maximin.jpg
ENT-0092;Rural Master;Grande surface de bricolage;Rue des Pommes 82200 Moissac;"=CONCATENATE(A93,"" "",C93)";44.1099994,1.111054;82000;MONTAUBAN;;;;;https://www.ruralmaster.fr/;https://www.ruralmaster.fr/moissac/img/moissac-logo-161234232659.jpg
ENT-0093;Costes Verts Loisirs Beaumont de Lomagne;Grande surface de bricolage;Zone d Activité Commercial DE BORDE VIEILLE 82500 Beaumont-de-Lomagne;"=CONCATENATE(A94,"" "",C94)";43.888615,1.005304;82500;BEAUMONT DE LOMAGNE;;;05 63 26 41 27;;https://costesvertsloisirs.fr/;https://www.verts-loisirs.fr/media/magedelight/storepickup/storeinfo/image/store/01-COSTES-2011.gif
ENT-0094;E. Leclerc Brico;Grande surface de bricolage;Zone d'activité du barraouet sud 82100 Castelsarrasin;"=CONCATENATE(A95,"" "",C95)";44.039889,1.107132;82100;CASTELSARRASIN;;;05 36 28 30 30;;https://www.e.leclerc/;https://urlz.fr/jjaN
ENT-0095;CASH piscine;Grande surface de bricolage;Zone Industrielle du Barraouet 82100 Castelsarrasin;"=CONCATENATE(A96,"" "",C96)";44.039889,1.107132;82100;CASTELSARRASIN;;;;;https://www.cash-piscines.com/;https://www.guide-piscine.fr/medias/image/NEW-LOGO-CASHPISCINES-page1-26368-1200-630.jpg
ENT-0096;BRICO PRO - Comai;Grande surface de bricolage;Zone Industrielle du Barraouet 82100 Castelsarrasin;"=CONCATENATE(A97,"" "",C97)";44.039889,1.107132;82100;CASTELSARRASIN;Mr.Beaudonnet ;;05 63 32 72 72;;http://www.comai.fr;https://drive.google.com/file/d/1XPaMXN5RuYIbXFGTrFIBU-I6udpsp-mG/view?usp=share_link
ENT-0097;MR Bricolage Castelsarrasin;Grande surface de bricolage;"Zone Industrielle du Barraouet 82100 Castelsarrasin
";"=CONCATENATE(A98,"" "",C98)";44.039889,1.107132;82100;CASTELSARRASIN;M. Foulon;;05 63 32 55 96;castelsarrasin@mrbricolage.fr;https://urlz.fr/jf9f;https://drive.google.com/file/d/1wRXBVUHunZWgiMQAF_bNGu-0eJQzzyuS/view?usp=share_link
ENT-0098;AU BON JARDINIER;Jardinerie, animalerie;1 bis rue de la République 82100 Montauban;"=CONCATENATE(A99,"" "",C99)";44.0158338,1.3560669;82100;CASTELSARRASIN;;05 63 32 53 13;;aubonjardinier@orange.fr;;https://www.pepiniere-arcadie.com/wp-content/uploads/2018/10/graines-fruits-et-l%C3%A9gumes-et-bulbes-fleurs-magasin-de-jardinage-lezignan-corbieres.jpg
ENT-0099;JARDILAND MONTAUBAN SUD;Jardinerie, animalerie;1849 Avenue de l'Europe 82000 Montauban;"=CONCATENATE(A100,"" "",C100)";43.9836177,1.3319583;82000;MONTAUBAN;;05 63 20 24 00;05 63 20 24 00;gesmontauban@jardiland.com;https://www.jardiland.com/;https://drive.google.com/file/d/1cT7eFWEEq9-mby6A-y1njidP7Xzu9vDk/view?usp=sharing
ENT-0100;MAXI ZOO MONTAUBAN;Jardinerie, animalerie;1000 Rte du N, 82000 Montauban, France;"=CONCATENATE(A101,"" "",C101)";44.04296249999999,1.3886079;82000;MONTAUBAN;;05 67 25 01 04;;4184@maxizoo.com;https://www.maxizoo.fr/stores/maxi-zoo-montauban/?utm_medium=seo&utm_campaign=yext;https://lh3.googleusercontent.com/p/AF1QipORm2hwKuuNy4G1xs32ZCONq4miixTr_XS_0AXH=s680-w680-h510
ENT-0101;LES JARDINS DE MOISSAC;Jardinerie, animalerie;70 imp Les Kiwis 82200 Moissac;"=CONCATENATE(A102,"" "",C102)";44.1144869,1.113942;82200;MOISSAC;;05 63 04 03 57;;jardinsdemoissac@free.fr;https://fr-fr.facebook.com/people/Les-jardins-de-Moissac/100057670500967/;https://drive.google.com/file/d/1hZ6YI2IxqM5b98kyvwoMxmJWIOc5Dk_h/view?usp=sharing
ENT-0102;JARDILAND;Jardinerie, animalerie;ALBANORD 82000 Montauban;"=CONCATENATE(A103,"" "",C103)";44.0446886,1.3798869;82000;MONTAUBAN;M.BRUTIS Thibaut;05 63 20 88 88;;;https://www.jardiland.com/;https://drive.google.com/file/d/1cT7eFWEEq9-mby6A-y1njidP7Xzu9vDk/view?usp=sharing
ENT-0103;Micromania;Jouets; 777 Avenue Jean Moulin 82000 Montauban;"=CONCATENATE(A104,"" "",C104)";44.031217,1.3701123;82000;MONTAUBAN;M. Nicolas Bertrand;05 63 91 51 82;;;https://www.micromania.fr/home?utm_source=Yext%26utm_medium%3DGMB;https://www.centre-commercial.fr/carrefour-trans-en-provence/wp-content/uploads/sites/51/2015/05/micromania__085212700_1448_27042017.jpg
ENT-0104;Maxi Toys ;Jouets;1103 Avenue henri dunant 82000 montauban;"=CONCATENATE(A105,"" "",C105)";43.9993802,1.3542709;82000;MONTAUBAN;;05 63 20 36 27;;;http://www.maxitoys.fr/;https://tse4.mm.bing.net/th?id=OIP.a6dIGidd9uK0ia_qsijBEwHaHa&pid=Api&P=0
ENT-0105;YG Animations;Jouets;1681 chemins Tauge 82000 Montauban;"=CONCATENATE(A106,"" "",C106)";44.0465519,1.4103373;82000;MONTAUBAN;;05 63 63 69 90;;;http://www.yganimations.fr/;https://www.pagesjaunes.fr/media/agc/crop/100x100/ba/55/12/00/00/27/db/b6/5f/a8/5dcaba5512000027dbb65fa8/5dcaba5512000027dbb65fa9.jpg?v=2
ENT-0106;JouéClub;Jouets;2 avenue Gambetta 82000 Montauban;"=CONCATENATE(A107,"" "",C107)";44.0156071,1.3575095;82000;MONTAUBAN;;05 63 63 15 67;;;http://www.joueclub.fr/;https://www.pagesjaunes.fr/media/agc/crop/100x100/5c/3d/7d/00/00/69/19/14/38/48/62bc5c3d7d00006919143848/62bc5c3d7d00006919143849.png?v=2
ENT-0107;L'Atelier Chez Soi;Jouets;33 rue République 82000 Montauban;"=CONCATENATE(A108,"" "",C108)";44.016559,1.3542894;82000;MONTAUBAN;;06 75 24 79 33;;;http://www.atelierchezsoi.fr/;https://www.pagesjaunes.fr/media/agc/crop/100x100/59/b8/38/00/00/16/71/d0/e1/4d/5f4a59b83800001671d0e14d/5f4a59b83800001671d0e14e.jpg?v=2
ENT-0108;Troc Collections;Jouets;360 rue Pasteur Louis Lafon 82000 MONTAUBAN;"=CONCATENATE(A109,"" "",C109)";44.0065081,1.3492226;82000;MONTAUBAN;;05 63 63 74 88;;;http://www.facebook.com/troc.collections;https://www.pagesjaunes.fr/media/ugc/troc_collections_08212100_161656971?w=200&h=200&crop=true
ENT-0109;King jouet;Jouets;485 Route du Nord 82000 Montauban;"=CONCATENATE(A110,"" "",C110)";44.0403333,1.3816327;82000;MONTAUBAN;;05 63 66 18 53;;;https://www.king-jouet.com/;https://blog.king-jouet.com/wp-content/uploads/2019/02/logo-kj-blog.png
ENT-0110;Dans Ma Cabane;Jouets;5 rue Michelet 82000 Montauban;"=CONCATENATE(A111,"" "",C111)";44.0171725,1.3548549;82000;MONTAUBAN;;05 63 03 29 81;;;http://www.dansmacabane.com/;https://dansmacabane.com/wp-content/uploads/2017/01/dmclogoshadow.png
ENT-0111;Au Chapeau Enchanté;Jouets;6 rue Comédie 82000 Montauban;"=CONCATENATE(A112,"" "",C112)";44.0186669,1.3553761;82000;MONTAUBAN;;09 80 77 10 22;;;http://www.auchapeauenchante.com/;https://www.pagesjaunes.fr/media/agc/crop/200x200/13/d5/92/00/00/65/f4/e3/56/4c/5fbd13d592000065f4e3564c/5fbd13d592000065f4e3564d.jpg?v=2
ENT-0112;JouéClub ;Jouets;700 Avenue de Paris 82000 Montauban;"=CONCATENATE(A113,"" "",C113)";44.0345793,1.3778628;82000;MONTAUBAN;;05 63 63 15 67;;;https://www.joueclub.fr/;https://static.lpnt.fr/images/2018/05/16/14848588lpw-14857884-article-jpg_5245341_1250x625.jpg
ENT-0113;King jouet;Jouets;Zone Commerciale Barraouet 82100 Castelsarrasin;"=CONCATENATE(A114,"" "",C114)";44.039889,1.107132;82100;CASTELSARRASIN;;05 63 05 13 25;;;https://www.king-jouet.com/;https://blog.king-jouet.com/wp-content/uploads/2019/02/logo-kj-blog.png
ENT-0114;E.Leclerc Espace Culturel;Magasin culturel - Librairie; Rue de l'Abbaye 82060 Montauban;"=CONCATENATE(A115,"" "",C115)";44.0079979,1.3561624;82060;MONTAUBAN;; 05 63 91 59 10;;;https://www.e.leclerc/mag/e-leclerc-sapiac;https://upload.wikimedia.org/wikipedia/fr/3/3a/Logo_Espace_Culturel_Leclerc_2013.jpg
ENT-0115;Chaumerliac Presse SARL;Magasin culturel - Librairie;12 Rue Sainte-Catherine 82200 Moissac;"=CONCATENATE(A116,"" "",C116)";44.1037939,1.0842395;82200;MOISSAC;; 05 63 04 08 39;;;;https://lh5.googleusercontent.com/p/AF1QipNfzolENV3RBwb3uQ6OX9_O2j4AOqrkDDxN2AkJ=w122-h92-k-no
ENT-0116;E.Leclerc Espace Culturel;Magasin culturel - Librairie;1400 Route de Moissac 82100 Castelsarrasin;"=CONCATENATE(A117,"" "",C117)";44.0642746,1.0974081;82100;CASTELSARRASIN;;"05 63 32 78 00
";;;https://www.e.leclerc/mag/e-leclerc-castelsarrasin;https://upload.wikimedia.org/wikipedia/fr/3/3a/Logo_Espace_Culturel_Leclerc_2013.jpg
ENT-0117;Librairie jeunesse Le Bateau Livre;Magasin culturel - Librairie;17 Place nationale 82000 Montauban;"=CONCATENATE(A118,"" "",C118)";44.017311,1.3548064;82000;MONTAUBAN;;05 63 63 40 45;;;www.librairielebateaulivre.fr;https://static.leslibraires.fr/logos/website/423/main.png
ENT-0118;La Femme Renard;Magasin culturel - Librairie;21 Rue de la République 82000 Montauban;"=CONCATENATE(A119,"" "",C119)";44.016262,1.3547984;82000;MONTAUBAN;;05 63 63 22 66;;;https://www.librairielafemmerenard.fr/;https://static.leslibraires.fr/logos/website/408/main.png
ENT-0119;"Cultura
";Magasin culturel - Librairie;315 Avenue André Jorigne Z.A.C. du Futuropôle 82000 Montauban;"=CONCATENATE(A120,"" "",C120)";44.0372484,1.3848373;82000;MONTAUBAN;;"07 57 59 78 41
";;;https://www.cultura.com/les-magasins/cultura-montauban.html;https://presse.cultura.com/bundles/fae/images/og-cultura.png
ENT-0120;E.Leclerc ;Magasin culturel - Librairie;445 Route du Nord 82000 Montauban;"=CONCATENATE(A121,"" "",C121)";44.0388289,1.3815385;82000;MONTAUBAN;;05 63 66 03 00;;;https://www.e.leclerc/mag/e-leclerc-castelsarrasin;https://upload.wikimedia.org/wikipedia/fr/3/3a/Logo_Espace_Culturel_Leclerc_2013.jpg
ENT-0121;"Baux Livres
";Magasin culturel - Librairie;7 Place nationale 82000 Montauban;"=CONCATENATE(A122,"" "",C122)";44.0178811,1.3540483;82000;MONTAUBAN;;"06 74 53 63 89
";;;;https://www.pagesjaunes.fr/media/agc/fd/70/87/00/00/a7/2b/18/ae/b1/61cdfd70870000a72b18aeb1/61cdfd70870000a72b18aeb2.jpg
ENT-0122;Bureau Vallée Montauban - papeterie et photocopie;Magasin culturel - Librairie;745 Avenue de Paris 82000 Montauban;"=CONCATENATE(A123,"" "",C123)";44.0359689,1.3766942;82000;MONTAUBAN;;05 63 21 13 55;;;https://magasins.bureau-vallee.fr/;https://magasins.bureau-vallee.fr/UI/img/logo.png
ENT-0123;Sud Cuisine ;Magasin d'ameublement et de décoration;1046 Route de Moissac 82100 Castelsarrasin;"=CONCATENATE(A124,"" "",C124)";44.06138319999999,1.0986251;82100;CASTELSARRASIN;;06 49 58 47 07;;;https://www.sudcuisines.fr/?utm_source=gmb;https://www.pagesjaunes.fr/media/vignette/AAABTEVPSEQN-C73000.gif
ENT-0124;Gifi Castelsarrasin;Magasin d'ameublement et de décoration;1224 route de Moissac 82100 Castelsarrasin;"=CONCATENATE(A125,"" "",C125)";44.0630253,1.0980776;82100;CASTELSARRASIN;Mme.SUTRA Lena;05 63 95 15 27;05 63 95 15 27;castelsarrasin@gifi.fr;https://www.gifi.fr/?utm_source=GMB&utm_medium=groupe&utm_campaign=10611;https://upload.wikimedia.org/wikipedia/commons/1/1c/Logo_gifi_2020.png
ENT-0125;Apostrophe déco Montauban;Magasin d'ameublement et de décoration;1335 route du nord 82200 Moissac;"=CONCATENATE(A126,"" "",C126)";44.10485200000001,1.08468;82000;MOISSAC;;05 63 03 26 65;;;https://www.apostrophedeco.com/;https://drive.google.com/file/d/1eZi2HJwABJpSOxThzAawDvH-njA1t2c8/view?usp=share_link
ENT-0126;Maison du monde Blagnac;Magasin d'ameublement et de décoration;2 Allée Emile Zola 31700 Blagnac;"=CONCATENATE(A127,"" "",C127)";43.6455186,1.3717202;31700;BLAGNAC;;05 61 30 33 01;;;https://www.maisonsdumonde.com/;https://upload.wikimedia.org/wikipedia/commons/3/34/Logo_Maisons_du_Monde_FR.png
ENT-0127;STANZA;Magasin d'ameublement et de décoration;2 Rue Benjamin Franklin 82000 Montauban;"=CONCATENATE(A128,"" "",C128)";44.0348625,1.369594;82000;MONTAUBAN;;05 63 63 63 63;;;;https://www.vectorkhazana.com/assets/images/products/Datsun_stanza_logo,.jpg
ENT-0128;Graine d'intérieur;Magasin d'ameublement et de décoration;31 Rue de la République 82000 Montauban;"=CONCATENATE(A129,"" "",C129)";44.0163986,1.3542521;82000;MONTAUBAN;;09 82 28 44 48;;;;https://www.maisonapart.com/images/auto/640-480-c/20070906_100839_devanture_ok.jpg
ENT-0129;Maison du monde Agen;Magasin d'ameublement et de décoration;36 Boulevard de la République 47000 AGEN;"=CONCATENATE(A130,"" "",C130)";44.2043656,0.6149023;47000;AGEN;;05 53 87 58 85;;;https://www.maisonsdumonde.com/;https://upload.wikimedia.org/wikipedia/commons/3/34/Logo_Maisons_du_Monde_FR.png
ENT-0130;A B&M;Magasin d'ameublement et de décoration;382 Avenue de Toulouse 82000 Montauban;"=CONCATENATE(A131,"" "",C131)";44.00381840000001,1.340672;82000;MONTAUBAN;;05 63 63 63 63;;;;https://www.centre-commercial.fr/mondevillage/wp-content/uploads/sites/45/2015/01/logo-bm-242x191.png
ENT-0131;Maison du monde Fenouillet;Magasin d'ameublement et de décoration;5004 Rue des Usines 31150 Fenouillet;"=CONCATENATE(A132,"" "",C132)";43.6894483,1.4013732;31150;FENOUILLET;;;05 61 70 13 47;;https://www.maisonsdumonde.com/;https://upload.wikimedia.org/wikipedia/commons/3/34/Logo_Maisons_du_Monde_FR.png
ENT-0132;CASA;Magasin d'ameublement et de décoration;510 Route  du Nord  82000 Montauban;"=CONCATENATE(A133,"" "",C133)";44.0385748,1.3825752;82000;MONTAUBAN;;05 63 03 01 92;;;;http://assets.stickpng.com/thumbs/5a314bb3cb9a85480a628f6d.png
ENT-0133;BUT;Magasin d'ameublement et de décoration;594 chemin De La Chaumière 82100 Castelsarrasin;"=CONCATENATE(A134,"" "",C134)";44.0600661,1.0996756;82100;CASTELSARRASIN;;05 63 32 78 30;;francois-xavier.sineau@but.fr;https://www.but.fr/;https://drive.google.com/file/d/1WK1E6d4GA0u0kEya2Qg5cMeKQw6u0g0C/view?usp=sharing
ENT-0134;Emy'sphere;Magasin d'ameublement et de décoration;6 bis Rue Pierre de Fermat 82500 beaumont-de-Lomagne;"=CONCATENATE(A135,"" "",C135)";43.8831944,0.9877244000000001;82500;BEAUMONT DE LOMAGNE;;05 63 02 71 89;;;https://www.emy-sphere.fr/;https://static.wixstatic.com/media/d05957_2025e5b54aa546088b90b8fe9c3d96b9~mv2.png/v1/fill/w_260,h_260,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/EMY'SPHERE%20SEUL.png
ENT-0135;Centrakor ;Magasin d'ameublement et de décoration;609 Route du Nord 82000 Montauban;"=CONCATENATE(A136,"" "",C136)";44.04118039999999,1.3823599;82000;MONTAUBAN;;05 63 63 01 24;;;https://www.centrakor.com/;https://www.zoeconfetti.fr/media/centrakor/img02.jpg
ENT-0136;Magasin de meubles H&H ;Magasin d'ameublement et de décoration;646 Avenue Jean Moulin 82000 Montauban;"=CONCATENATE(A137,"" "",C137)";44.0279917,1.369118;82000;MONTAUBAN;;05 63 03 47 25;;;;https://drive.google.com/file/d/10I1LwHKh7Bydwt0hCbYGxG7kt3cPnnnC/view?usp=share_link
ENT-0137;Marché aux affaires Moissac;Magasin d'ameublement et de décoration;715 Route de la Mégère 82200 Moissac;"=CONCATENATE(A138,"" "",C138)";44.1187252,1.1188091;82200;MOISSAC;M. VASSEUR;09 62 52 27 59;07 67 85 38 50;maa.moissac@gmail.com;https://marche-aux-affaires-moissac.business.site/;https://drive.google.com/file/d/10SHCwbkQr4Qgx4N1dYNBwMDtRFW0j9Jq/view?usp=sharing
ENT-0138;Bois et Déco;Magasin d'ameublement et de décoration;82000 Montauban;"=CONCATENATE(A139,"" "",C139)";44.0310432,1.3469247;82000;MONTAUBAN;;07 60 08 04 02;;;;https://lh3.googleusercontent.com/p/AF1QipNsy_grdGjb8jkRISP6I5I1x9NZL-bwh4kZ-lrb=s1280-p-no-v1
ENT-0139;Arc en ciel;Magasin d'ameublement et de décoration;9 Boulevard de Thibaud 31100 Toulouse;"=CONCATENATE(A140,"" "",C140)";43.55318279999999,1.4047872;31100;TOULOUSE;;05 62 85 76 67;;;;https://www.arcenciel-maison-jardin.com/Files/110641/Img/09/logo.png
ENT-0140;4 Murs;Magasin d'ameublement et de décoration;915 Route du Nord 82000 Montauban;"=CONCATENATE(A141,"" "",C141)";44.042496,1.38668;82000;MONTAUBAN;;05 63 66 05 73;;;https://www.4murs.com/;https://assets.justacote.com/photos_entreprises_mini/mini_4-murs-ostwald-62b87c8920f08.jpg
ENT-0141;Meubles déco HUGON;Magasin d'ameublement et de décoration;Allée de l'Emperreur 82000 Montauban;"=CONCATENATE(A142,"" "",C142)";44.0168072,1.3567299;82000;MONTAUBAN;;05 63 66 92 00;;;;https://media.achat-ville.com/uploads/tarnetgaronne/Vitrine/8e/com_logo_54_1607176770.jpg
ENT-0142;Centrakor Castelsarrasin;Magasin d'ameublement et de décoration;ZAC BARRAOUET Sud 82100 Castelsarrasin;"=CONCATENATE(A143,"" "",C143)";44.039889,1.107132;82100;CASTELSARRASIN;M.BEGUIN Ciryl;05 63 05 07 90;06 87 60 94 84;prayssac@centrakor.fr;https://www.centrakor.com/magasin-centrakor/ctkcastels/centrakor-castelsarrasin-82100.html;http://magasins.spar.fr/image/mobilosoft-testing?apiPath=rehab/spar/images/location/Logo%20Site%20web%20re%CC%81el&imageSize=h_500
ENT-0143;EXCEDENT Electroménager Montauban;Magasin d'électroménager, électronique, informatique;  1000 Route du N, 82000 Montauban;"=CONCATENATE(A144,"" "",C144)";44.04296249999999,1.3886079;82000;MONTAUBAN;;05 62 48 10 00;09 72 562 572;contact@excedent.fr;https://www.excedent-electromenager.fr/;https://drive.google.com/file/d/1q49FqxHKENvnzHlz8FXBImPcNqL9YmRG/view?usp=sharing
ENT-0144;Copra;Magasin d'électroménager, électronique, informatique;1080 Rue du Pasteur Louis Lafon, 82000 Montauba;"=CONCATENATE(A145,"" "",C145)";44.0005523,1.349524;82000;MONTAUBAN;M SEMILLE;05 63 21 87 00;;rjpcopramontauban@gmail.com;https://www.copra.fr/geo/;https://drive.google.com/file/d/1TgDdhrd0_1ub-mR7YT3QDWuMy0pFHn-v/view?usp=sharing
